Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Bagmati,Nuwakot,Kakani Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Kakani Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Kakani Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Kakani Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Kakani Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Kakani Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Kakani Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Kakani Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Kakani Rural Municipality,Ward Offices,Needs Review,8,2026-07-26,,Official representatives directory checked. All eight Ward Chair contacts added. Ward profile pages did not expose usable direct office contacts or current secretary contacts.
Bagmati,Nuwakot,Tadi Rural Municipality,Government Services,Completed,23,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Tadi Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Tadi Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Tadi Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Tadi Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Tadi Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Tadi Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Tadi Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Tadi Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Tadi Rural Municipality,Ward Offices,Needs Review,6,2026-07-26,,Official representatives directory checked. All six Ward Chair contacts added; direct ward-office and current secretary contacts were not published in the sources checked.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Government Services,Completed,35,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Suryagadhi Rural Municipality,Ward Offices,Needs Review,5,2026-07-26,,Official representatives directory checked. All five Ward Chair contacts added; direct ward-office and current secretary contacts were not published.
Bagmati,Nuwakot,Meghang Rural Municipality,Government Services,Completed,18,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Meghang Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Meghang Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Meghang Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Meghang Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Meghang Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Meghang Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Meghang Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Meghang Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Meghang Rural Municipality,Ward Offices,Needs Review,6,2026-07-26,,Official representatives directory checked. All six Ward Chair contacts added; direct ward-office and current secretary contacts were not published in the sources checked.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Government Services,Completed,32,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Shivapuri Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Shivapuri Rural Municipality,Ward Offices,Needs Review,8,2026-07-26,,Official representatives directory checked. All eight Ward Chair contacts added. Ward profile pages did not expose usable direct office contacts or current secretary contacts.
Bagmati,Nuwakot,Bidur Municipality,Government Services,Completed,59,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Bidur Municipality,Ward Offices,Completed,13,2026-07-26,2026-07-26,Official staff directory checked. Current ward-secretary contacts added for all 13 wards; Wards 2 and 4 share one published secretary contact.
Bagmati,Nuwakot,Bidur Municipality,Hospitals,Completed,1,2026-07-26,2026-07-26,Official hospital and health-emergency sources checked. Trishuli Hospital direct contact added.
Bagmati,Nuwakot,Bidur Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Bidur Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Bidur Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Bidur Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Bidur Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Bidur Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Bidur Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Bidur Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Government Services,Completed,34,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Belkotgadhi Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Belkotgadhi Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Belkotgadhi Municipality,Ward Offices,Completed,5,2026-07-26,2026-07-26,"Official staff directory checked. Current Ward Secretary contacts added for Wards 4, 6, 8, 9 and 10; no other current ward-office contacts were published in the source checked."
Bagmati,Nuwakot,Belkotgadhi Municipality,Health & Ambulance,Completed,13,2026-07-26,2026-07-26,Official Health Facility Registry checked; no facility phone numbers were published. Thirteen current public municipal health-role contacts added from the official staff directory.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Government Services,Completed,54,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Ward Offices,Completed,10,2026-07-26,2026-07-26,Official staff directory checked. Current ward-secretary contacts added for all 13 wards; Wards 2 and 4 share one published secretary contact.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Health & Ambulance,Completed,2,2026-07-26,2026-07-26,Official Health Facility Registry checked; no facility phone numbers were published. Thirteen current public municipal health-role contacts added from the official staff directory.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Women & Children,Completed,3,2026-07-26,2026-07-26,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Information & Inquiry,Completed,1,2026-07-26,2026-07-26,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Government Complaints,Completed,1,2026-07-26,2026-07-26,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Electricity & Utilities,Completed,1,2026-07-26,2026-07-26,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Tarakeshwor Rural Municipality,Travel & Tourism,Completed,1,2026-07-26,2026-07-26,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Kispang Rural Municipality,Government Services,Completed,35,2026-07-26,2026-07-26,Official staff directory checked. All current public role contacts with valid direct telephone numbers were added.
Bagmati,Nuwakot,Kispang Rural Municipality,Ward Offices,Completed,8,2026-07-26,2026-07-26,Official staff directory checked. Official staff directory checked. Current public ward-office staff contacts added where published; other ward coverage requires review.
Bagmati,Nuwakot,Kispang Rural Municipality,Health & Ambulance,Completed,5,2026-07-26,2026-07-26,Official Health Facility Registry checked; no facility phone numbers were published. Thirteen current public municipal health-role contacts added from the official staff directory.
Bagmati,Nuwakot,Kispang Rural Municipality,Police & Security,Completed,5,2026-07-26,2026-07-26,Official Nepal Police Nuwakot directory checked. District and public police-post contacts added.
Bagmati,Nuwakot,Kispang Rural Municipality,Emergency Services,Completed,3,2026-07-26,2026-07-26,"Official police and tourism emergency sources checked. Police, fire and traffic short-code coverage added."
Bagmati,Nuwakot,Kispang Rural Municipality,Disaster & Rescue,Completed,2,2026-07-26,2026-07-26,Official Ministry of Home Affairs and Nepal Red Cross sources checked. Disaster and humanitarian-response contacts added.
Bagmati,Nuwakot,Kispang Rural Municipality,Women & Children,Completed,3,2026-07-28,2026-07-28,Official municipal staff directory and national protection sources checked. Local branch contact and national hotlines added.
Bagmati,Nuwakot,Kispang Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official staff directory checked. Named Information Officer added.
Bagmati,Nuwakot,Kispang Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked. Nationwide complaint channel added.
Bagmati,Nuwakot,Kispang Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA Nuwakot directory checked. Electricity contact added; no official water contact surfaced.
Bagmati,Nuwakot,Kispang Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Tourist Police directory checked. Tourist safety contact added.
Bagmati,Nuwakot,Kispang Rural Municipality,Hospitals,Needs Review,0,2026-07-28,,Official municipal site and Health Facility Registry checked. No hospital-level facility or public hospital contact was identified.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Government Services,Completed,17,2026-07-28,2026-07-28,Official staff directory checked. Every current public role record with a valid telephone number was added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked. District office contacts and public posts serving the Uttargaya area were added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Health & Ambulance,Completed,1,2026-07-28,2026-07-28,"Official registry checked: seven functional facilities are listed, but only Bogatitar Community Health Unit publishes a telephone number. The remaining six need manual contact verification."
Bagmati,Rasuwa,Uttargaya Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Rasuwa response contacts added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Rasuwa Distribution Center added. No official local water contact located.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official municipal homepage checked; public office inquiry contact added.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Ward Offices,Needs Review,0,2026-07-28,2026-07-28,Official ward-office list and all five ward profiles checked. No ward telephone number is published.
Bagmati,Rasuwa,Uttargaya Rural Municipality,Hospitals,Needs Review,0,2026-07-28,2026-07-28,Official Nepal Health Facility Registry checked. Uttargaya has no listed hospital-level facility and no hospital telephone to add.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Government Services,Completed,28,2026-07-28,2026-07-28,Official staff directory checked. All non-ward current role records with public telephone numbers were added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Ward Offices,Completed,5,2026-07-28,2026-07-28,"Official staff directory checked. Ward-secretary contacts were published for wards 1, 2, 4, 5 and 6; no Ward 3 secretary contact is listed."
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Police & Security,Completed,10,2026-07-28,2026-07-28,Official Nepal Police directory checked. District-office contacts and public police posts serving Gosaikunda were added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Health & Ambulance,Completed,2,2026-07-28,2026-07-28,Official health registry checked. Two public primary-care facility contacts were added; ten other registry facilities do not publish telephone numbers.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Hospitals,Completed,1,2026-07-28,2026-07-28,Official health registry checked. District Hospital Rasuwa is the listed hospital-level facility with a public telephone number.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Rasuwa response contacts added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Rasuwa Distribution Center added. No official local water contact located.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Government Services,Completed,40,2026-07-28,2026-07-28,"Official staff directory checked. All non-health, non-ward-secretary public role contacts with valid telephone numbers were added."
Bagmati,Rasuwa,Naukunda Rural Municipality,Ward Offices,Completed,4,2026-07-28,2026-07-28,Official staff directory checked. Public ward-secretary contacts were added where currently listed.
Bagmati,Rasuwa,Naukunda Rural Municipality,Health & Ambulance,Completed,27,2026-07-28,2026-07-28,Official staff directory checked. Public health-branch and health-facility staff contacts were added.
Bagmati,Rasuwa,Gosaikunda Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official staff directory checked. The named Information Officer contact was added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Police & Security,Completed,10,2026-07-28,2026-07-28,Official Nepal Police directory checked. District-office contacts and public police posts serving Naukunda were added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Rasuwa,Naukunda Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Rasuwa response contacts added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Rasuwa Distribution Center added. No official local water contact located.
Bagmati,Rasuwa,Naukunda Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official homepage checked. The published Information Officer contact was added; a distinct information-office staff number is retained in Government Services with a source conflict note.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Government Services,Completed,26,2026-07-28,2026-07-28,Official staff directory checked. All current public role contacts with valid telephone numbers were added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Ward Offices,Completed,5,2026-07-28,2026-07-28,Official staff directory checked. All current public role contacts with valid telephone numbers were added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Health & Ambulance,Completed,4,2026-07-28,2026-07-28,Official staff directory and Nepal Health Facility Registry checked. Two health-staff contacts and two facility contacts with public telephones were added.
Bagmati,Rasuwa,Naukunda Rural Municipality,Hospitals,Needs Review,0,2026-07-28,2026-07-28,"Official Nepal Health Facility Registry checked. It lists ten basic health facilities, but no hospital-level facility or public hospital telephone number."
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Police & Security,Completed,8,2026-07-28,2026-07-28,Official Nepal Police directory checked. District-office contacts and public police posts serving Aamachhodingmo were added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Rasuwa response contacts added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Rasuwa Distribution Center added. No official local water contact located.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Rasuwa,Aamachhodingmo Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official municipal website checked. Named Information Officer contact added.
Bagmati,Rasuwa,Kalika Rural Municipality,Government Services,Completed,38,2026-07-28,2026-07-28,"Both pages of the official Kalika Rural Municipality staff directory were checked. All current non-health, non-ward-secretary public role contacts with valid telephone numbers were added."
Bagmati,Rasuwa,Kalika Rural Municipality,Ward Offices,Completed,4,2026-07-28,2026-07-28,"Both pages of the official staff directory were checked. Public ward-secretary contacts were added for wards 1, 2, 4 and 5; Ward 3 has no published secretary phone."
Bagmati,Rasuwa,Kalika Rural Municipality,Health & Ambulance,Completed,2,2026-07-28,2026-07-28,Both pages of the official staff directory were checked. Public health-branch role contacts with valid telephone numbers were added.
Bagmati,Rasuwa,Kalika Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked. District-office contacts and public police posts serving Kalika were added.
Bagmati,Rasuwa,Kalika Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Rasuwa,Kalika Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Rasuwa response contacts added.
Bagmati,Rasuwa,Kalika Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Rasuwa,Kalika Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
Bagmati,Rasuwa,Kalika Rural Municipality,Electricity & Utilities,Completed,1,2026-07-28,2026-07-28,Official NEA directory checked; Rasuwa Distribution Center added. No official local water contact located.
Bagmati,Rasuwa,Kalika Rural Municipality,Travel & Tourism,Completed,1,2026-07-28,2026-07-28,Official Nepal Police Tourist Police directory checked; tourist safety contact added.
Bagmati,Rasuwa,Kalika Rural Municipality,Information & Inquiry,Completed,1,2026-07-28,2026-07-28,Official homepage checked. Named Information Officer contact added.
Bagmati,Rasuwa,Kalika Rural Municipality,Hospitals,Completed,1,2026-07-28,2026-07-28,Official health registry checked. Jibjibe Gramin Hospital public contact added.
Bagmati,Dhading,Thakre Rural Municipality,Police & Security,Completed,7,2026-07-28,2026-07-28,Official Nepal Police directory checked. Added Khanikhola area office and core District Police Office contacts.
Bagmati,Dhading,Thakre Rural Municipality,Emergency Services,Completed,2,2026-07-28,2026-07-28,Official police and tourism emergency sources checked; fire and traffic emergency codes added. Police control is already recorded under Police & Security.
Bagmati,Dhading,Thakre Rural Municipality,Disaster & Rescue,Completed,2,2026-07-28,2026-07-28,Official Ministry of Home Affairs NEOC and Nepal Red Cross directories checked; national and Dhading response contacts added.
Bagmati,Dhading,Thakre Rural Municipality,Women & Children,Completed,2,2026-07-28,2026-07-28,Official National Women Commission and Ministry child-helpline sources checked; national protection contacts added.
Bagmati,Dhading,Thakre Rural Municipality,Government Complaints,Completed,1,2026-07-28,2026-07-28,Official Hello Sarkar portal checked; national complaint channel added.
